model_entity_id,entity_id,chain_id,uniprot_ac
AF-0000000000001387,1,A,Q1B7S1
AF-0000000000001388,1,A,A5U346
AF-0000000000001389,1,A,P9WJP6
AF-0000000000001390,1,A,P9WJP7
AF-0000000000001391,1,A,Q1CYD8
AF-0000000000001392,1,A,B2A7A8
AF-0000000000001393,1,A,Q1QMA3
AF-0000000000001394,1,A,Q2Y9K4
AF-0000000000001395,1,A,Q3JEY0
AF-0000000000001396,1,A,Q3SSP2
AF-0000000000001397,1,A,Q5YYA5
AF-0000000000001398,1,A,Q8ETG4
AF-0000000000001399,1,A,B2JS24
AF-0000000000001400,1,A,B2TCB2
AF-0000000000001401,1,A,Q13NQ1
AF-0000000000001402,1,A,B4S4K5
AF-0000000000001403,1,A,Q48DL2
AF-0000000000001404,1,A,B7V8A3
AF-0000000000001405,1,A,Q02SH7
AF-0000000000001406,1,A,Q9HX17
AF-0000000000001407,1,A,Q3K692
AF-0000000000001408,1,A,Q87VV5
AF-0000000000001409,1,A,Q4ZN72
AF-0000000000001410,1,A,Q1QEF7
AF-0000000000001411,1,A,Q2K4W8
AF-0000000000001412,1,A,Q1MCQ8
AF-0000000000001413,1,A,Q98DR6
AF-0000000000001414,1,A,Q92TT1
AF-0000000000001415,1,A,Q7UG12
AF-0000000000001416,1,A,Q0SI65
AF-0000000000001417,1,A,Q2IW19
AF-0000000000001418,1,A,Q6N6M8
AF-0000000000001419,1,A,Q214R5
AF-0000000000001420,1,A,Q137C7
AF-0000000000001421,1,A,C3PN66
AF-0000000000001422,1,A,A8GX84
AF-0000000000001423,1,A,Q1RJJ3
AF-0000000000001424,1,A,Q92IE0
AF-0000000000001425,1,A,Q4UM12
AF-0000000000001426,1,A,Q9ZDH7
AF-0000000000001427,1,A,C4K2P9
AF-0000000000001428,1,A,B0BX67
AF-0000000000001429,1,A,A8GRR0
AF-0000000000001430,1,A,Q68X22
AF-0000000000001431,1,A,Q1AWF5
AF-0000000000001432,1,A,Q2S2B5
AF-0000000000001433,1,A,Q5WGN4
AF-0000000000001434,1,A,Q4LBY8
AF-0000000000001435,1,A,A7X5V7
AF-0000000000001436,1,A,A6U471
AF-0000000000001437,1,A,Q2FEF3
AF-0000000000001438,1,A,Q2FVS1
AF-0000000000001439,1,A,A5IVC5
AF-0000000000001440,1,A,Q2YYZ2
AF-0000000000001441,1,A,Q5HDL2
AF-0000000000001442,1,A,A6QJI5
AF-0000000000001443,1,A,P65414
AF-0000000000001444,1,A,P65415
AF-0000000000001445,1,A,Q6GE90
AF-0000000000001446,1,A,Q6G6X6
AF-0000000000001447,1,A,A8Z534
AF-0000000000001448,1,A,P65416
AF-0000000000001449,1,A,B9DLR4
AF-0000000000001450,1,A,Q5HLQ3
AF-0000000000001451,1,A,Q8CRC1
AF-0000000000001452,1,A,Q4L8K2
AF-0000000000001453,1,A,Q49ZR8
AF-0000000000001454,1,A,Q829C5
AF-0000000000001455,1,A,Q9S208
AF-0000000000001456,1,A,B1W1Y7
AF-0000000000001457,1,A,Q31QG8
AF-0000000000001458,1,A,Q2JXG4
AF-0000000000001459,1,A,Q2JI31
AF-0000000000001460,1,A,Q5N3S0
AF-0000000000001461,1,A,Q0ID97
AF-0000000000001462,1,A,Q113S1
AF-0000000000001463,1,A,Q73G53
AF-0000000000001464,1,A,B3CM56
AF-0000000000001465,1,A,Q5GT31
AF-0000000000001466,1,A,Q8PJT1
AF-0000000000001467,1,A,Q4UVR0
AF-0000000000001468,1,A,B0RRX4
AF-0000000000001469,1,A,Q8P8C7
AF-0000000000001470,1,A,Q3BSA6
AF-0000000000001471,1,A,Q39147
AF-0000000000001472,1,A,Q8SQI1
AF-0000000000001473,1,A,P29372
AF-0000000000001474,1,A,Q04841
AF-0000000000001475,1,A,P23571
AF-0000000000001476,1,A,Q5XF51
AF-0000000000001477,1,A,A0A346CIB2
AF-0000000000001478,1,A,A0A346CIB0
AF-0000000000001479,1,A,A7X3S0
AF-0000000000001480,1,A,A7X3S2
AF-0000000000001481,1,A,A7X3V0
AF-0000000000001482,1,A,P0C603
AF-0000000000001483,1,A,A0S864
AF-0000000000001484,1,A,A0A346CIA0
AF-0000000000001485,1,A,A0S865
AF-0000000000001486,1,A,P83490
AF-0000000000001487,1,A,A0A346CIB3
AF-0000000000001488,1,A,Q06ZW0
AF-0000000000001489,1,A,C0HJD3
AF-0000000000001490,1,A,Q8AY51
AF-0000000000001491,1,A,Q9YGI2
AF-0000000000001492,1,A,C0HJW9
AF-0000000000001493,1,A,Q8AY50
AF-0000000000001494,1,A,C6JUP2
AF-0000000000001495,1,A,Q9YGI4
AF-0000000000001496,1,A,Q8AY49
AF-0000000000001497,1,A,Q9YGI1
AF-0000000000001498,1,A,Q6IZ95
AF-0000000000001499,1,A,Q2VBN2
AF-0000000000001500,1,A,P29179
AF-0000000000001501,1,A,O42255
AF-0000000000001502,1,A,C1IC49
AF-0000000000001503,1,A,P29180
AF-0000000000001504,1,A,O42256
AF-0000000000001505,1,A,P29181
AF-0000000000001506,1,A,A2CKF6
AF-0000000000001507,1,A,P29182
AF-0000000000001508,1,A,Q802B3
AF-0000000000001509,1,A,P25679
AF-0000000000001510,1,A,Q9W7I3
AF-0000000000001511,1,A,P25680
AF-0000000000001512,1,A,Q802B2
AF-0000000000001513,1,A,P01401
AF-0000000000001514,1,A,P01400
AF-0000000000001515,1,A,P01399
AF-0000000000001516,1,A,O93422
AF-0000000000001517,1,A,P60814
AF-0000000000001518,1,A,P0DSM9
AF-0000000000001519,1,A,A2CKF7
AF-0000000000001520,1,A,P82935
AF-0000000000001521,1,A,P85520
AF-0000000000001522,1,A,Q53B61
AF-0000000000001523,1,A,Q70WS8
AF-0000000000001524,1,A,P58370
AF-0000000000001525,1,A,P15818
AF-0000000000001526,1,A,P81783
AF-0000000000001527,1,A,Q9YGH9
AF-0000000000001528,1,A,O12963
AF-0000000000001529,1,A,Q9YGJ0
AF-0000000000001530,1,A,Q9YGH0
AF-0000000000001531,1,A,Q8JFX7
AF-0000000000001532,1,A,Q9PW19
AF-0000000000001533,1,A,P25682
AF-0000000000001534,1,A,P81782
AF-0000000000001535,1,A,C0HJT4
AF-0000000000001536,1,A,C0HKZ8
AF-0000000000001537,1,A,A7X3M9
AF-0000000000001538,1,A,A7X3R6
AF-0000000000001539,1,A,C0HJR1
AF-0000000000001540,1,A,A7X3M3
AF-0000000000001541,1,A,C0HJR2
AF-0000000000001542,1,A,P86096
AF-0000000000001543,1,A,A5X2W8
AF-0000000000001544,1,A,A7X6J0
AF-0000000000001545,1,A,P86423
AF-0000000000001546,1,A,P86098
AF-0000000000001547,1,A,P86424
AF-0000000000001548,1,A,P86099
AF-0000000000001549,1,A,A7X6I4
AF-0000000000001550,1,A,Q06401
AF-0000000000001551,1,A,A0R4S9
AF-0000000000001552,1,A,Q7D5C1
AF-0000000000001553,1,A,P71864
AF-0000000000001554,1,A,Q04616
AF-0000000000001555,1,A,A9KM56
AF-0000000000001556,1,A,Q0KAA1
AF-0000000000001557,1,A,A3DIJ8
AF-0000000000001558,1,A,P30871
AF-0000000000001559,1,A,P45267
AF-0000000000001560,1,A,Q82UI9
AF-0000000000001561,1,A,P01419
AF-0000000000001562,1,A,Q7T2I1
AF-0000000000001563,1,A,Q8UW27
AF-0000000000001564,1,A,E2ITZ3
AF-0000000000001565,1,A,P01412
AF-0000000000001566,1,A,C0HJI9
AF-0000000000001567,1,A,Q69CJ8
AF-0000000000001568,1,A,P01434
AF-0000000000001569,1,A,P32879
AF-0000000000001570,1,A,A8S6A4
AF-0000000000001571,1,A,P10808
AF-0000000000001572,1,A,A8HDJ7
AF-0000000000001573,1,A,A6MFK6
AF-0000000000001574,1,A,P01417
AF-0000000000001575,1,A,P01416
AF-0000000000001576,1,A,P01418
AF-0000000000001577,1,A,P01425
AF-0000000000001578,1,A,A8HDJ9
AF-0000000000001579,1,A,P25494
AF-0000000000001580,1,A,P68416
AF-0000000000001581,1,A,P01437
AF-0000000000001582,1,A,P68413
AF-0000000000001583,1,A,Q5UFR8
AF-0000000000001584,1,A,P68415
AF-0000000000001585,1,A,P68412
AF-0000000000001586,1,A,Q9YGC2
AF-0000000000001587,1,A,P86420
AF-0000000000001588,1,A,K9MCH1
AF-0000000000001589,1,A,P80548
AF-0000000000001590,1,A,P86095
AF-0000000000001591,1,A,C0HLK3
AF-0000000000001592,1,A,P34075
AF-0000000000001593,1,A,P34076
AF-0000000000001594,1,A,P68417
AF-0000000000001595,1,A,P68418
AF-0000000000001596,1,A,P01424
AF-0000000000001597,1,A,P01431
AF-0000000000001598,1,A,P68419
AF-0000000000001599,1,A,P01427
AF-0000000000001600,1,A,P01426
AF-0000000000001601,1,A,P60773
AF-0000000000001602,1,A,P60774
AF-0000000000001603,1,A,A8HDK0
AF-0000000000001604,1,A,Q45Z11
AF-0000000000001605,1,A,P25497
AF-0000000000001606,1,A,P0DXT0
AF-0000000000001607,1,A,A8HDJ4
AF-0000000000001608,1,A,A8HDJ5
AF-0000000000001609,1,A,F8J2G3
AF-0000000000001610,1,A,P0CAR4
AF-0000000000001611,1,A,P19959
AF-0000000000001612,1,A,A8HDJ8
AF-0000000000001613,1,A,P01433
AF-0000000000001614,1,A,P62376
AF-0000000000001615,1,A,Q8UW26
AF-0000000000001616,1,A,Q5UFR7
AF-0000000000001617,1,A,P10457
AF-0000000000001618,1,A,Q9YGW9
AF-0000000000001619,1,A,P01422
AF-0000000000001620,1,A,P25675
AF-0000000000001621,1,A,C0HM08
AF-0000000000001622,1,A,P01423
AF-0000000000001623,1,A,P0CB06
AF-0000000000001624,1,A,A8HDJ6
AF-0000000000001625,1,A,F8J2G5
AF-0000000000001626,1,A,P19958
AF-0000000000001627,1,A,Q9YGC4
AF-0000000000001628,1,A,P86422
AF-0000000000001629,1,A,P86097
AF-0000000000001630,1,A,P01420
AF-0000000000001631,1,A,P01432
AF-0000000000001632,1,A,Q9PSN6
AF-0000000000001633,1,A,A7X4R5
AF-0000000000001634,1,A,C1IC47
AF-0000000000001635,1,A,P19960
AF-0000000000001636,1,A,Q9YGX0
AF-0000000000001637,1,A,Q9YGW8
AF-0000000000001638,1,A,P01421
AF-0000000000001639,1,A,A7X4S0
AF-0000000000001640,1,A,C1IC48
AF-0000000000001641,1,A,F5CPD5
AF-0000000000001642,1,A,F5CPD6
AF-0000000000001643,1,A,F5CPD7
AF-0000000000001644,1,A,F5CPD8
AF-0000000000001645,1,A,F5CPD9
AF-0000000000001646,1,A,P62389
AF-0000000000001647,1,A,Q9YGC7
AF-0000000000001648,1,A,P60772
AF-0000000000001649,1,A,F5CPE4
AF-0000000000001650,1,A,P86425
AF-0000000000001651,1,A,Q9YGJ6
AF-0000000000001652,1,A,Q9YGJ5
AF-0000000000001653,1,A,O57326
AF-0000000000001654,1,A,O57327
AF-0000000000001655,1,A,P62388
AF-0000000000001656,1,A,P0CG02
AF-0000000000001657,1,A,P25495
AF-0000000000001658,1,A,P14613
AF-0000000000001659,1,A,P82849
AF-0000000000001660,1,A,P25496
AF-0000000000001661,1,A,P10459
AF-0000000000001662,1,A,P59275
AF-0000000000001663,1,A,P60770
AF-0000000000001664,1,A,P60771
AF-0000000000001665,1,A,Q9PTT0
AF-0000000000001666,1,A,P80958
AF-0000000000001667,1,A,P10455
AF-0000000000001668,1,A,P10458
AF-0000000000001669,1,A,P10460
AF-0000000000001670,1,A,P59276
AF-0000000000001671,1,A,P0CAR1
AF-0000000000001672,1,A,P10456
AF-0000000000001673,1,A,P0CAR3
AF-0000000000001674,1,A,P0CAR5
AF-0000000000001675,1,A,P60775
AF-0000000000001676,1,A,Q90VW1
AF-0000000000001677,1,A,Q7T2I5
AF-0000000000001678,1,A,Q9YGX1
AF-0000000000001679,1,A,P0C555
AF-0000000000001680,1,A,Q9W7K2
AF-0000000000001681,1,A,Q9W7K1
AF-0000000000001682,1,A,P59072
AF-0000000000001683,1,A,P59073
AF-0000000000001684,1,A,Q9W7K0
AF-0000000000001685,1,A,Q9W7J9
AF-0000000000001686,1,A,Q9W7J7
AF-0000000000001687,1,A,Q9W7J6
AF-0000000000001688,1,A,A8HDK1
AF-0000000000001689,1,A,Q02454
AF-0000000000001690,1,A,P0DMV6
AF-0000000000001691,1,A,Q98957
AF-0000000000001692,1,A,Q98956
AF-0000000000001693,1,A,P79810
AF-0000000000001694,1,A,Q98958
AF-0000000000001695,1,A,P85429
AF-0000000000001696,1,A,P0C5H4
AF-0000000000001697,1,A,P60304
AF-0000000000001698,1,A,P01455
AF-0000000000001699,1,A,P0CH80
AF-0000000000001700,1,A,P01448
AF-0000000000001701,1,A,P01467
AF-0000000000001702,1,A,P01447
AF-0000000000001703,1,A,P01456
AF-0000000000001704,1,A,P01451
AF-0000000000001705,1,A,P01468
AF-0000000000001706,1,A,O93471
AF-0000000000001707,1,A,A0A7T7DMY7
AF-0000000000001708,1,A,P86538
AF-0000000000001709,1,A,Q9PST4
AF-0000000000001710,1,A,Q9PST3
AF-0000000000001711,1,A,O93472
AF-0000000000001712,1,A,P01442
AF-0000000000001713,1,A,P01462
AF-0000000000001714,1,A,Q9DGH9
AF-0000000000001715,1,A,P01469
AF-0000000000001716,1,A,P01440
AF-0000000000001717,1,A,P01463
AF-0000000000001718,1,A,P01441
AF-0000000000001719,1,A,Q98959
AF-0000000000001720,1,A,P86539
AF-0000000000001721,1,A,Q98960
AF-0000000000001722,1,A,Q98962
AF-0000000000001723,1,A,P60301
AF-0000000000001724,1,A,P01459
AF-0000000000001725,1,A,P01446
AF-0000000000001726,1,A,P01470
AF-0000000000001727,1,A,P24780
AF-0000000000001728,1,A,P01458
AF-0000000000001729,1,A,P60302
AF-0000000000001730,1,A,O93473
AF-0000000000001731,1,A,O73856
AF-0000000000001732,1,A,Q9W6W9
AF-0000000000001733,1,A,P01443
AF-0000000000001734,1,A,P01461
AF-0000000000001735,1,A,P60303
AF-0000000000001736,1,A,P01452
AF-0000000000001737,1,A,O73857
AF-0000000000001738,1,A,P60310
AF-0000000000001739,1,A,Q98961
AF-0000000000001740,1,A,P01464
AF-0000000000001741,1,A,P01457
AF-0000000000001742,1,A,P24779
AF-0000000000001743,1,A,P25517
AF-0000000000001744,1,A,Q9PS34
AF-0000000000001745,1,A,Q98965
AF-0000000000001746,1,A,P01465
AF-0000000000001747,1,A,O73858
AF-0000000000001748,1,A,P01445
AF-0000000000001749,1,A,P01466
AF-0000000000001750,1,A,P86382
AF-0000000000001751,1,A,O73859
AF-0000000000001752,1,A,P49123
AF-0000000000001753,1,A,Q91124
AF-0000000000001754,1,A,P01460
AF-0000000000001755,1,A,P60305
AF-0000000000001756,1,A,P86540
AF-0000000000001757,1,A,P01454
AF-0000000000001758,1,A,A0A0U5AUY6
AF-0000000000001759,1,A,Q9W6W6
AF-0000000000001760,1,A,P01453
AF-0000000000001761,1,A,P86541
AF-0000000000001762,1,A,P60311
AF-0000000000001763,1,A,P60306
AF-0000000000001764,1,A,P60307
AF-0000000000001765,1,A,P60308
AF-0000000000001766,1,A,P60309
AF-0000000000001767,1,A,P0C944
AF-0000000000001768,1,A,P80245
AF-0000000000001769,1,A,P0DSN1
AF-0000000000001770,1,A,Q91135
AF-0000000000001771,1,A,P83345
AF-0000000000001772,1,A,Q91136
AF-0000000000001773,1,A,P07525
AF-0000000000001774,1,A,B3EWR3
AF-0000000000001775,1,A,P01471
AF-0000000000001776,1,A,P24776
AF-0000000000001777,1,A,P24777
AF-0000000000001778,1,A,P0DQH3
AF-0000000000001779,1,A,P0DQH4
AF-0000000000001780,1,A,B3EWH9
AF-0000000000001781,1,A,Q2VBN5
AF-0000000000001782,1,A,Q2VBN4
AF-0000000000001783,1,A,Q2VBN7
AF-0000000000001784,1,A,Q53B46
AF-0000000000001785,1,A,Q69CK0
AF-0000000000001786,1,A,Q2VBN8
AF-0000000000001787,1,A,P0C1Y9
AF-0000000000001788,1,A,P0C1Z0
AF-0000000000001789,1,A,P25681
AF-0000000000001790,1,A,Q9PS08
AF-0000000000001791,1,A,P07046
AF-0000000000001792,1,A,P60234
AF-0000000000001793,1,A,P60235
AF-0000000000001794,1,A,P60236
AF-0000000000001795,1,A,P85092
AF-0000000000001796,1,A,P86419
AF-0000000000001797,1,A,Q53B49
AF-0000000000001798,1,A,P25518
AF-0000000000001799,1,A,P0DQP2
AF-0000000000001800,1,A,P81030
AF-0000000000001801,1,A,P18328
AF-0000000000001802,1,A,P81031
AF-0000000000001803,1,A,Q9PSN1
AF-0000000000001804,1,A,Q2VBN1
AF-0000000000001805,1,A,Q8QGR0
AF-0000000000001806,1,A,Q2VBN0
AF-0000000000001807,1,A,P80494
AF-0000000000001808,1,A,P80495
AF-0000000000001809,1,A,P01410
AF-0000000000001810,1,A,P01411
AF-0000000000001811,1,A,P01408
AF-0000000000001812,1,A,P01409
AF-0000000000001813,1,A,P17696
AF-0000000000001814,1,A,P01407
AF-0000000000001815,1,A,P25684
AF-0000000000001816,1,A,P01414
AF-0000000000001817,1,A,P25683
AF-0000000000001818,1,A,P22947
AF-0000000000001819,1,A,C0HJT5
AF-0000000000001820,1,A,Q9W717
AF-0000000000001821,1,A,P83346
AF-0000000000001822,1,A,P0C554
AF-0000000000001823,1,A,Q9YGI8
AF-0000000000001824,1,A,P84716
AF-0000000000001825,1,A,P0CAR2
AF-0000000000001826,1,A,P25676
AF-0000000000001827,1,A,P01415
AF-0000000000001828,1,A,P43445
AF-0000000000001829,1,A,Q9W727
AF-0000000000001830,1,A,Q9DEQ3
AF-0000000000001831,1,A,P82464
AF-0000000000001832,1,A,P86544
AF-0000000000001833,1,A,A8N286
AF-0000000000001834,1,A,Q8AY53
AF-0000000000001835,1,A,Q9YGI0
AF-0000000000001836,1,A,Q8AY52
AF-0000000000001837,1,A,Q800Y3
AF-0000000000001838,1,A,Q7ZT13
AF-0000000000001839,1,A,P79688
AF-0000000000001840,1,A,P18329
AF-0000000000001841,1,A,P01406
AF-0000000000001842,1,A,P01405
AF-0000000000001843,1,A,P01404
AF-0000000000001844,1,A,Q9PS09
AF-0000000000001845,1,A,Q9PUB7
AF-0000000000001846,1,A,Q9PRI1
AF-0000000000001847,1,A,P19004
AF-0000000000001848,1,A,P24778
AF-0000000000001849,1,A,P0DUK7
AF-0000000000001850,1,A,P01474
AF-0000000000001851,1,A,Q8UUK0
AF-0000000000001852,1,A,P01473
AF-0000000000001853,1,A,P62375
AF-0000000000001854,1,A,P49122
AF-0000000000001855,1,A,Q91126
AF-0000000000001856,1,A,P62390
AF-0000000000001857,1,A,P62394
AF-0000000000001858,1,A,P0C547
AF-0000000000001859,1,A,P14541
AF-0000000000001860,1,A,Q91137
AF-0000000000001861,1,A,P62377
AF-0000000000001862,1,A,Q91996
AF-0000000000001863,1,A,Q9W716
AF-0000000000001864,1,A,P19003
AF-0000000000001865,1,A,P14534
AF-0000000000001866,1,A,P0C553
AF-0000000000001867,1,A,P0C552
AF-0000000000001868,1,A,P01402
AF-0000000000001869,1,A,P25678
AF-0000000000001870,1,A,P25677
AF-0000000000001871,1,A,P0DQH2
AF-0000000000001872,1,A,P01413
AF-0000000000001873,1,A,P28375
AF-0000000000001874,1,A,P81946
AF-0000000000001875,1,A,P60237
AF-0000000000001876,1,A,P82462
AF-0000000000001877,1,A,P0DQQ3
AF-0000000000001878,1,A,P82463
AF-0000000000001879,1,A,F5CPE6
AF-0000000000001880,1,A,A0A2P1BST7
AF-0000000000001881,1,A,P0DKR6
AF-0000000000001882,1,A,C0HK04
AF-0000000000001883,1,A,C6JUP1
AF-0000000000001884,1,A,C0HLK5
AF-0000000000001885,1,A,B3EWF8
AF-0000000000001886,1,A,Q9PRQ2
AF-0000000000001887,1,A,P83302
AF-0000000000001888,1,A,P0DKS3
AF-0000000000001889,1,A,P86421
AF-0000000000001890,1,A,K9MCX0
AF-0000000000001891,1,A,A0A2P1BSS9
AF-0000000000001892,1,A,Q53B50
AF-0000000000001893,1,A,C0HJB0
AF-0000000000001894,1,A,F5CPE2
AF-0000000000001895,1,A,C6JUP3
AF-0000000000001896,1,A,A0A2P1BSU3
AF-0000000000001897,1,A,Q9PRQ3
AF-0000000000001898,1,A,Q2VBN3
AF-0000000000001899,1,A,A8HDK2
AF-0000000000001900,1,A,F5CPD3
AF-0000000000001901,1,A,A0A2P1BSS8
AF-0000000000001902,1,A,Q9PRQ4
AF-0000000000001903,1,A,F5CPE3
AF-0000000000001904,1,A,Q53B47
AF-0000000000001905,1,A,A7X4S7
AF-0000000000001906,1,A,Q2VBP2
AF-0000000000001907,1,A,A7X4T2
AF-0000000000001908,1,A,Q53B48
AF-0000000000001909,1,A,A0A4P1LYC9
AF-0000000000001910,1,A,F5CPE0
AF-0000000000001911,1,A,P24742
AF-0000000000001912,1,A,U3FAE1
AF-0000000000001913,1,A,U3EPL2
AF-0000000000001914,1,A,Q2VBP1
AF-0000000000001915,1,A,Q2VBP0
AF-0000000000001916,1,A,P0DL82
AF-0000000000001917,1,A,Q2VBN9
AF-0000000000001918,1,A,Q4VRI0
AF-0000000000001919,1,A,Q53B52
AF-0000000000001920,1,A,P0CAR7
AF-0000000000001921,1,A,P86094
AF-0000000000001922,1,A,P0DSN0
AF-0000000000001923,1,A,D5MP61
AF-0000000000001924,1,A,Q9LCB9
AF-0000000000001925,1,A,Q8RS40
AF-0000000000001926,1,A,P0DJB0
AF-0000000000001927,1,A,Q91FC5
AF-0000000000001928,1,A,Q91FC1
AF-0000000000001929,1,A,Q10M12
AF-0000000000001930,1,A,Q6Z4N6
AF-0000000000001931,1,A,Q6Z4N4
AF-0000000000001932,1,A,Q91FB6
AF-0000000000001933,1,A,P40629
AF-0000000000001934,1,A,P17212
AF-0000000000001935,1,A,Q91FA5
AF-0000000000001936,1,A,Q91FA3
AF-0000000000001937,1,A,Q91FA2
AF-0000000000001938,1,A,Q91F99
AF-0000000000001939,1,A,Q91F88
AF-0000000000001940,1,A,Q91F87
AF-0000000000001941,1,A,Q91F84
AF-0000000000001942,1,A,P18305
AF-0000000000001943,1,A,Q91F75
AF-0000000000001944,1,A,Q91F72
AF-0000000000001945,1,A,Q91F69
AF-0000000000001946,1,A,Q91F68
AF-0000000000001947,1,A,P19617
AF-0000000000001948,1,A,Q91F66
AF-0000000000001949,1,A,Q91F63
AF-0000000000001950,1,A,Q91F58
AF-0000000000001951,1,A,P80173
AF-0000000000001952,1,A,P01534
AF-0000000000001953,1,A,P08380
AF-0000000000001954,1,A,Q33DV3
AF-0000000000001955,1,A,Q42524
AF-0000000000001956,1,A,Q54P77
AF-0000000000001957,1,A,A0A2H5AIX5
AF-0000000000001958,1,A,P17814
AF-0000000000001959,1,A,P14912
AF-0000000000001960,1,A,I3PB37
AF-0000000000001961,1,A,P31684
AF-0000000000001962,1,A,P31686
AF-0000000000001963,1,A,O24145
AF-0000000000001964,1,A,Q9S725
AF-0000000000001965,1,A,Q54P78
AF-0000000000001966,1,A,A0A2H5AIY4
AF-0000000000001967,1,A,Q42982
AF-0000000000001968,1,A,P14913
AF-0000000000001969,1,A,P31685
AF-0000000000001970,1,A,P31687
AF-0000000000001971,1,A,O24146
AF-0000000000001972,1,A,Q9S777
AF-0000000000001973,1,A,Q54P79
AF-0000000000001974,1,A,Q6ETN3
AF-0000000000001975,1,A,Q9LU36
AF-0000000000001976,1,A,Q67W82
AF-0000000000001977,1,A,Q6ZAC1
AF-0000000000001978,1,A,Q9LQ12
AF-0000000000001979,1,A,Q0DV32
AF-0000000000001980,1,A,Q84P25
AF-0000000000001981,1,A,Q336M7
AF-0000000000001982,1,A,Q3E6Y4
AF-0000000000001983,1,A,Q6YYZ2
AF-0000000000001984,1,A,P0C5B6
AF-0000000000001985,1,A,Q10S72
AF-0000000000001986,1,A,Q84P21
AF-0000000000001987,1,A,Q7F1X5
AF-0000000000001988,1,A,Q84P24
AF-0000000000001989,1,A,Q8RU95
AF-0000000000001990,1,A,Q9M0X9
AF-0000000000001991,1,A,Q69RG7
AF-0000000000001992,1,A,Q84P26
AF-0000000000001993,1,A,Q8GVF9
AF-0000000000001994,1,A,Q84P23
AF-0000000000001995,1,A,Q7XXL2
AF-0000000000001996,1,A,Q9SMT7
AF-0000000000001997,1,A,P41636
AF-0000000000001998,1,A,O24540
AF-0000000000001999,1,A,Q98TT6
AF-0000000000002000,1,A,Q0P5A7
AF-0000000000002001,1,A,Q13541
AF-0000000000002002,1,A,Q60876
AF-0000000000002003,1,A,Q62622
AF-0000000000002004,1,A,Q13542
AF-0000000000002005,1,A,P70445
AF-0000000000002006,1,A,O60516
AF-0000000000002007,1,A,Q80VV3
AF-0000000000002008,1,A,Q54DU8
AF-0000000000002009,1,A,Q9XZ56
AF-0000000000002010,1,A,Q8IH18
AF-0000000000002011,1,A,Q9NRA8
AF-0000000000002012,1,A,Q9EST3
AF-0000000000002013,1,A,P08195
AF-0000000000002014,1,A,P10852
AF-0000000000002015,1,A,Q7YQK3
AF-0000000000002016,1,A,Q794F9
AF-0000000000002017,1,A,B6VP39
AF-0000000000002018,1,A,Q53005
AF-0000000000002019,1,A,P38945
AF-0000000000002020,1,A,Q59104
AF-0000000000002021,1,A,P0DO76
AF-0000000000002022,1,A,Q7BI34
AF-0000000000002023,1,A,Q04416
AF-0000000000002024,1,A,P56653
AF-0000000000002025,1,A,A6WW16
AF-0000000000002026,1,A,B3D6W2
AF-0000000000002027,1,A,B9J8G8
AF-0000000000002028,1,A,A6WXX7
AF-0000000000002029,1,A,A9AQW9
AF-0000000000002030,1,A,B9JHU6
AF-0000000000002031,1,A,A3M4A9
AF-0000000000002032,1,A,B0VB44
AF-0000000000002033,1,A,A9CKB4
AF-0000000000002034,1,A,B9JQV3
AF-0000000000002035,1,A,D7A0Y3
AF-0000000000002036,1,A,B2S7L7
AF-0000000000002037,1,A,Q2YLF3
AF-0000000000002038,1,A,Q57B94
AF-0000000000002039,1,A,A9M832
AF-0000000000002040,1,A,Q8YJ29
AF-0000000000002041,1,A,A5VSD5
AF-0000000000002042,1,A,A9WWR5
AF-0000000000002043,1,A,Q8FYS0
AF-0000000000002044,1,A,A0AZQ0
AF-0000000000002045,1,A,B4EHE6
AF-0000000000002046,1,A,Q0B9R9
AF-0000000000002047,1,A,Q3JHA9
AF-0000000000002048,1,A,C5ZMD2
AF-0000000000002049,1,A,Q63NG7
AF-0000000000002050,1,A,Q2T3J4
AF-0000000000002051,1,A,A3PPJ8
AF-0000000000002052,1,A,Q3IWG2
AF-0000000000002053,1,A,Q1QU06
AF-0000000000002054,1,A,Q7NU77
AF-0000000000002055,1,A,A1BBM5
AF-0000000000002056,1,A,D5SQS4
AF-0000000000002057,1,A,Q9I476
AF-0000000000002058,1,A,Q4KGU2
AF-0000000000002059,1,A,A5VZY6
AF-0000000000002060,1,A,Q88NF3
AF-0000000000002061,1,A,Q1QBF3
AF-0000000000002062,1,A,Q2KD13
AF-0000000000002063,1,A,Q92WS1
AF-0000000000002064,1,A,B9R4E3
AF-0000000000002065,1,A,A0NXQ7
AF-0000000000002066,1,A,Q5LKW3
AF-0000000000002067,1,A,A3QFI1
AF-0000000000002068,1,A,D2QN44
AF-0000000000002069,1,A,D2AV87
AF-0000000000002070,1,A,Q8P833
AF-0000000000002071,1,A,Q8GWW6
AF-0000000000002072,1,A,Q7XB11
AF-0000000000002073,1,A,Q7XB10
AF-0000000000002074,1,A,Q9LEL5
AF-0000000000002075,1,A,Q1PE49
AF-0000000000002076,1,A,Q01468
AF-0000000000002077,1,A,Q8RQD2
AF-0000000000002078,1,A,Q9Z431
AF-0000000000002079,1,A,Q93JW0
AF-0000000000002080,1,A,P70994
AF-0000000000002081,1,A,Q9RHM8
AF-0000000000002082,1,A,Q8KRR5
AF-0000000000002083,1,A,P49172
AF-0000000000002084,1,A,Q9ZI54
